adgroup_id,展示量,点击量,点击率百分比
48661,9,1,11.11
46417,8,1,12.5
46619,11,1,9.09
49591,13,1,7.69
53570,1,1,100.0
49353,16,1,6.25
53061,5,1,20.0
53026,10,1,10.0
46673,4,1,25.0
47572,31,1,3.23
49513,3,1,33.33
48436,1,1,100.0
53004,19,1,5.26
53001,12,1,8.33
47937,9,1,11.11
53868,4,1,25.0
53727,16,1,6.25
50224,42,1,2.38
52770,25,1,4.0
46612,9,1,11.11
48754,10,1,10.0
54260,10,1,10.0
47882,1,1,100.0
48359,45,1,2.22
48749,8,1,12.5
49770,1,1,100.0
49031,21,1,4.76
46975,38,1,2.63
50070,3,1,33.33
50848,28,1,3.57
51665,7,1,14.29
53935,2,1,50.0
51967,1,1,100.0
45723,17,1,5.88
50361,7,1,14.29
49147,1,1,100.0
50776,9,1,11.11
46892,9,1,11.11
49342,5,1,20.0
45997,3,1,33.33
48939,18,1,5.56
49494,16,1,6.25
46227,9,1,11.11
52493,19,1,5.26
48627,62,1,1.61
51842,54,1,1.85
52022,28,1,3.57
51114,41,1,2.44
51422,39,1,2.56
52531,36,1,2.78
53994,1,1,100.0
50594,20,1,5.0
52678,14,1,7.14
48533,2,1,50.0
51267,12,1,8.33
48061,10,1,10.0
47147,33,1,3.03
52693,12,1,8.33
46872,23,1,4.35
47065,7,1,14.29
48760,3,1,33.33
50705,15,1,6.67
51896,12,1,8.33
50017,20,1,5.0
51686,13,1,7.69
52633,14,1,7.14
54113,1,1,100.0
51040,1,1,100.0
53050,1,1,100.0
50148,21,1,4.76
45727,1,1,100.0
46564,3,1,33.33
46873,35,1,2.86
49625,26,1,3.85
51577,15,1,6.67
49560,8,1,12.5
49853,30,1,3.33
46768,16,1,6.25
50914,9,1,11.11
51303,8,1,12.5
49916,9,1,11.11
48783,1,1,100.0
50989,25,1,4.0
52774,1,1,100.0
52516,24,1,4.17
46924,16,1,6.25
46763,16,1,6.25
53818,3,1,33.33
46914,1,1,100.0
48582,8,1,12.5
45351,75,1,1.33
47820,3,1,33.33
46140,1,1,100.0
47114,5,1,20.0
48434,18,1,5.56
47297,24,1,4.17
50853,10,1,10.0
46537,1,1,100.0
49525,21,1,4.76
45751,24,1,4.17
50495,31,1,3.23
50851,46,1,2.17
46831,44,1,2.27
49651,8,1,12.5
50861,12,1,8.33
51968,11,1,9.09
52631,2,1,50.0
45342,30,1,3.33
54463,45,1,2.22
49588,10,1,10.0
47966,32,1,3.13
51427,1,1,100.0
47408,15,1,6.67
47775,14,1,7.14
47004,17,1,5.88
48130,30,1,3.33
48367,11,1,9.09
50837,1,1,100.0
52105,6,1,16.67
50213,2,1,50.0
45988,18,1,5.56
48205,9,1,11.11
49794,2,1,50.0
46904,24,1,4.17
48193,13,1,7.69
46229,10,1,10.0
51323,2,1,50.0
49290,69,1,1.45
50418,34,1,2.94
51832,38,1,2.63
52971,25,1,4.0
49255,19,1,5.26
51043,2,1,50.0
53652,26,1,3.85
53669,16,1,6.25
49229,23,1,4.35
53366,11,1,9.09
53540,9,1,11.11
45344,7,1,14.29
45733,6,1,16.67
53259,42,1,2.38
53856,10,1,10.0
46709,6,1,16.67
46025,7,1,14.29
46424,2,1,50.0
51700,20,1,5.0
52660,4,1,25.0
54301,8,1,12.5
48010,4,1,25.0
51170,35,1,2.86
45608,13,1,7.69
47269,13,1,7.69
50479,1,1,100.0
48304,21,1,4.76
56987,9,1,11.11
59990,18,1,5.56
61682,35,1,2.86
62458,10,1,10.0
59194,14,1,7.14
60656,2,1,50.0
58878,35,1,2.86
61477,13,1,7.69
58869,3,1,33.33
55049,55,1,1.82
61224,21,1,4.76
57919,7,1,14.29
56813,17,1,5.88
58752,23,1,4.35
62836,33,1,3.03
62328,6,1,16.67
62791,11,1,9.09
55509,4,1,25.0
56678,1,1,100.0
60231,3,1,33.33
60244,46,1,2.17
56766,2,1,50.0
57988,5,1,20.0
59351,6,1,16.67
62813,23,1,4.35
59084,9,1,11.11
58243,6,1,16.67
56177,1,1,100.0
61683,3,1,33.33
59337,13,1,7.69
62814,9,1,11.11
61758,16,1,6.25
57181,3,1,33.33
59570,24,1,4.17
54966,22,1,4.55
57505,29,1,3.45
59603,14,1,7.14
61003,1,1,100.0
63027,26,1,3.85
58955,1,1,100.0
59357,40,1,2.5
63037,6,1,16.67
56198,42,1,2.38
60576,23,1,4.35
60805,20,1,5.0
55858,7,1,14.29
54739,6,1,16.67
57795,3,1,33.33
62938,73,1,1.37
55345,7,1,14.29
55461,6,1,16.67
62565,16,1,6.25
58859,6,1,16.67
56273,7,1,14.29
61487,71,1,1.41
54678,6,1,16.67
58487,15,1,6.67
60089,30,1,3.33
63080,13,1,7.69
57123,11,1,9.09
61072,16,1,6.25
63114,1,1,100.0
62539,40,1,2.5
60741,1,1,100.0
62819,21,1,4.76
61579,88,1,1.14
54709,24,1,4.17
59154,4,1,25.0
56819,23,1,4.35
57996,14,1,7.14
55214,32,1,3.13
63284,14,1,7.14
54640,17,1,5.88
55233,24,1,4.17
58209,6,1,16.67
59828,9,1,11.11
62421,3,1,33.33
62972,2,1,50.0
56169,12,1,8.33
57948,12,1,8.33
54680,43,1,2.33
62746,22,1,4.55
57655,19,1,5.26
58688,16,1,6.25
56936,2,1,50.0
60564,23,1,4.35
54745,23,1,4.35
59364,3,1,33.33
62821,8,1,12.5
63069,7,1,14.29
56376,14,1,7.14
56883,5,1,20.0
58617,37,1,2.7
55127,18,1,5.56
58584,5,1,20.0
61709,5,1,20.0
61778,8,1,12.5
58083,8,1,12.5
59741,6,1,16.67
58460,6,1,16.67
61878,23,1,4.35
56871,7,1,14.29
57727,1,1,100.0
58251,15,1,6.67
59160,12,1,8.33
61616,1,1,100.0
57228,5,1,20.0
55945,9,1,11.11
56663,23,1,4.35
58384,2,1,50.0
55990,19,1,5.26
60556,6,1,16.67
61529,7,1,14.29
63272,4,1,25.0
55937,13,1,7.69
56618,1,1,100.0
56841,15,1,6.67
56599,1,1,100.0
57809,13,1,7.69
57612,15,1,6.67
58518,21,1,4.76
62033,1,1,100.0
55305,72,1,1.39
63048,5,1,20.0
54750,3,1,33.33
58898,8,1,12.5
55335,5,1,20.0
58425,17,1,5.88
58558,11,1,9.09
60184,35,1,2.86
54855,25,1,4.0
55336,1,1,100.0
57553,51,1,1.96
58157,8,1,12.5
57583,8,1,12.5
56857,10,1,10.0
61512,15,1,6.67
61973,7,1,14.29
59249,28,1,3.57
61263,18,1,5.56
55188,2,1,50.0
56792,4,1,25.0
55199,12,1,8.33
57663,2,1,50.0
59514,6,1,16.67
63189,32,1,3.13
60438,13,1,7.69
61021,20,1,5.0
56497,3,1,33.33
57032,12,1,8.33
57496,4,1,25.0
61998,3,1,33.33
57024,2,1,50.0
57730,19,1,5.26
59670,7,1,14.29
54753,5,1,20.0
54945,8,1,12.5
56946,16,1,6.25
57537,5,1,20.0
58340,20,1,5.0
62187,25,1,4.0
55968,9,1,11.11
59158,11,1,9.09
58303,3,1,33.33
58699,42,1,2.38
60849,1,1,100.0
61322,5,1,20.0
55038,1,1,100.0
62529,24,1,4.17
55633,3,1,33.33
62804,81,1,1.23
55769,51,1,1.96
57447,3,1,33.33
59242,23,1,4.35
57248,14,1,7.14
55304,88,1,1.14
60196,7,1,14.29
60251,23,1,4.35
59704,3,1,33.33
62513,5,1,20.0
57364,10,1,10.0
55056,6,1,16.67
61489,8,1,12.5
58059,1,1,100.0
59953,1,1,100.0
57458,20,1,5.0
60519,18,1,5.56
55543,41,1,2.44
55771,21,1,4.76
57507,6,1,16.67
60316,16,1,6.25
61098,1,1,100.0
55711,10,1,10.0
56321,2,1,50.0
58511,23,1,4.35
60699,3,1,33.33
55004,1,1,100.0
61857,18,1,5.56
57198,7,1,14.29
58828,5,1,20.0
59656,5,1,20.0
61542,6,1,16.67
57904,10,1,10.0
55872,10,1,10.0
56858,8,1,12.5
57336,13,1,7.69
61372,36,1,2.78
61426,34,1,2.94
58684,53,1,1.89
54615,15,1,6.67
61085,19,1,5.26
54904,7,1,14.29
58763,11,1,9.09
59079,4,1,25.0
59164,6,1,16.67
60433,8,1,12.5
62182,7,1,14.29
62198,19,1,5.26
59105,6,1,16.67
62483,5,1,20.0
62492,2,1,50.0
56053,12,1,8.33
57137,8,1,12.5
55169,7,1,14.29
55691,5,1,20.0
57667,50,1,2.0
56418,3,1,33.33
56696,6,1,16.67
58692,3,1,33.33
62785,39,1,2.56
63015,5,1,20.0
58697,9,1,11.11
60516,2,1,50.0
60589,6,1,16.67
57376,13,1,7.69
59614,7,1,14.29
60705,5,1,20.0
55483,5,1,20.0
59920,4,1,25.0
55358,15,1,6.67
55922,42,1,2.38
57439,3,1,33.33
57532,9,1,11.11
61498,14,1,7.14
57214,28,1,3.57
58383,14,1,7.14
62756,10,1,10.0
55244,2,1,50.0
54572,1,1,100.0
57207,2,1,50.0
60857,6,1,16.67
60145,5,1,20.0
61921,4,1,25.0
62981,4,1,25.0
62108,15,1,6.67
59644,4,1,25.0
56083,23,1,4.35
56548,12,1,8.33
60820,4,1,25.0
55301,26,1,3.85
59731,35,1,2.86
55494,25,1,4.0
54527,82,1,1.22
55082,6,1,16.67
56137,42,1,2.38
56534,10,1,10.0
58131,13,1,7.69
54467,2,1,50.0
57094,18,1,5.56
57080,91,1,1.1
58943,3,1,33.33
61670,16,1,6.25
57911,48,1,2.08
62960,33,1,3.03
58578,13,1,7.69
63084,1,1,100.0
54975,12,1,8.33
55182,31,1,3.23
58464,26,1,3.85
61776,17,1,5.88
59648,32,1,3.13
60946,58,1,1.72
62649,5,1,20.0
55751,2,1,50.0
58417,10,1,10.0
59293,6,1,16.67
57605,7,1,14.29
59377,7,1,14.29
58588,12,1,8.33
61525,6,1,16.67
57657,35,1,2.86
54861,6,1,16.67
57345,2,1,50.0
55980,6,1,16.67
56111,1,1,100.0
59126,7,1,14.29
54829,8,1,12.5
57030,19,1,5.26
60541,27,1,3.7
56193,72,1,1.39
60035,7,1,14.29
61349,2,1,50.0
63325,14,1,7.14
65478,16,1,6.25
66166,2,1,50.0
68485,21,1,4.76
71821,7,1,14.29
68064,53,1,1.89
70803,58,1,1.72
65321,2,1,50.0
72132,12,1,8.33
65169,19,1,5.26
69564,8,1,12.5
65604,5,1,20.0
71374,65,1,1.54
67911,2,1,50.0
72630,1,1,100.0
66297,112,1,0.89
72075,31,1,3.23
64768,3,1,33.33
65821,2,1,50.0
67994,21,1,4.76
66854,13,1,7.69
71469,13,1,7.69
66123,5,1,20.0
71404,60,1,1.67
71531,13,1,7.69
66121,76,1,1.32
63509,56,1,1.79
70078,55,1,1.82
67212,43,1,2.33
67382,6,1,16.67
70281,6,1,16.67
72637,6,1,16.67
66262,9,1,11.11
67340,5,1,20.0
72282,17,1,5.88
64778,34,1,2.94
66819,16,1,6.25
64280,13,1,7.69
63766,16,1,6.25
64932,5,1,20.0
67961,38,1,2.63
73190,10,1,10.0
66892,20,1,5.0
63917,7,1,14.29
69355,18,1,5.56
70203,20,1,5.0
63816,40,1,2.5
66607,20,1,5.0
68612,24,1,4.17
70327,29,1,3.45
72629,1,1,100.0
63539,39,1,2.56
66884,21,1,4.76
68007,1,1,100.0
69077,20,1,5.0
70632,3,1,33.33
72829,12,1,8.33
66957,2,1,50.0
70636,21,1,4.76
63813,14,1,7.14
69347,25,1,4.0
70749,62,1,1.61
72652,42,1,2.38
67648,40,1,2.5
71411,59,1,1.69
73059,3,1,33.33
66910,6,1,16.67
73028,22,1,4.55
68869,5,1,20.0
66089,1,1,100.0
68789,4,1,25.0
68830,2,1,50.0
69937,8,1,12.5
63420,28,1,3.57
63718,3,1,33.33
64864,17,1,5.88
70105,5,1,20.0
63971,9,1,11.11
66547,1,1,100.0
71602,6,1,16.67
63339,44,1,2.27
64176,2,1,50.0
66976,11,1,9.09
70446,36,1,2.78
71530,6,1,16.67
65329,7,1,14.29
69537,8,1,12.5
69263,17,1,5.88
72104,88,1,1.14
72299,8,1,12.5
66995,5,1,20.0
66754,28,1,3.57
66514,14,1,7.14
71006,5,1,20.0
65841,13,1,7.69
67725,7,1,14.29
68647,9,1,11.11
65942,30,1,3.33
65853,1,1,100.0
67339,27,1,3.7
67513,4,1,25.0
71635,24,1,4.17
67449,2,1,50.0
68950,23,1,4.35
71378,10,1,10.0
73493,13,1,7.69
72518,1,1,100.0
68239,4,1,25.0
71319,8,1,12.5
73355,8,1,12.5
63734,3,1,33.33
68823,13,1,7.69
67022,6,1,16.67
69789,11,1,9.09
72300,12,1,8.33
65571,26,1,3.85
70547,4,1,25.0
65191,7,1,14.29
69350,15,1,6.67
68235,13,1,7.69
69581,31,1,3.23
71321,4,1,25.0
72272,21,1,4.76
70202,4,1,25.0
71772,11,1,9.09
73132,2,1,50.0
65125,5,1,20.0
66027,34,1,2.94
65938,8,1,12.5
67415,9,1,11.11
68333,15,1,6.67
66146,31,1,3.23
68487,10,1,10.0
71219,4,1,25.0
64319,292,1,0.34
70452,10,1,10.0
63599,80,1,1.25
65340,14,1,7.14
71500,11,1,9.09
67830,9,1,11.11
71838,5,1,20.0
72987,6,1,16.67
65786,37,1,2.7
68933,3,1,33.33
70960,6,1,16.67
64384,4,1,25.0
64732,41,1,2.44
67881,90,1,1.11
68046,63,1,1.59
65319,7,1,14.29
71247,13,1,7.69
73523,5,1,20.0
68065,8,1,12.5
71589,11,1,9.09
66804,15,1,6.67
72309,1,1,100.0
67740,2,1,50.0
71154,6,1,16.67
63454,7,1,14.29
71044,1,1,100.0
71770,9,1,11.11
72141,6,1,16.67
73232,16,1,6.25
67184,1,1,100.0
64626,14,1,7.14
67584,28,1,3.57
68311,12,1,8.33
65015,14,1,7.14
69559,19,1,5.26
70970,16,1,6.25
70929,1,1,100.0
69219,33,1,3.03
70518,2,1,50.0
64997,5,1,20.0
66796,10,1,10.0
69697,19,1,5.26
67608,24,1,4.17
63911,45,1,2.22
67200,12,1,8.33
72092,3,1,33.33
72228,12,1,8.33
73208,4,1,25.0
63698,16,1,6.25
66213,9,1,11.11
69857,4,1,25.0
70773,5,1,20.0
72126,39,1,2.56
69293,8,1,12.5
70448,5,1,20.0
64343,2,1,50.0
64591,4,1,25.0
66583,11,1,9.09
72237,2,1,50.0
67299,12,1,8.33
66974,3,1,33.33
63475,2,1,50.0
66628,16,1,6.25
67693,10,1,10.0
68408,11,1,9.09
64441,11,1,9.09
68477,33,1,3.03
69530,9,1,11.11
67147,13,1,7.69
65526,1,1,100.0
68581,11,1,9.09
69139,32,1,3.13
70589,20,1,5.0
72648,25,1,4.0
73451,1,1,100.0
67773,5,1,20.0
71227,7,1,14.29
71293,14,1,7.14
71904,1,1,100.0
72665,46,1,2.17
69011,27,1,3.7
67481,3,1,33.33
72196,11,1,9.09
63409,19,1,5.26
65254,2,1,50.0
66479,21,1,4.76
65444,16,1,6.25
65890,13,1,7.69
70760,4,1,25.0
71335,12,1,8.33
64050,17,1,5.88
73160,15,1,6.67
64820,3,1,33.33
73081,4,1,25.0
73484,17,1,5.88
69756,4,1,25.0
71938,25,1,4.0
64611,3,1,33.33
71845,4,1,25.0
65124,13,1,7.69
69699,13,1,7.69
73062,25,1,4.0
64302,15,1,6.67
70564,18,1,5.56
72933,2,1,50.0
71432,1,1,100.0
73271,3,1,33.33
68458,21,1,4.76
65747,20,1,5.0
66945,27,1,3.7
69804,13,1,7.69
72305,3,1,33.33
64080,10,1,10.0
65246,15,1,6.67
64157,37,1,2.7
65548,42,1,2.38
68595,10,1,10.0
70087,11,1,9.09
70317,7,1,14.29
72409,9,1,11.11
72976,4,1,25.0
64002,1,1,100.0
64278,16,1,6.25
67418,8,1,12.5
71595,18,1,5.56
66765,11,1,9.09
64149,15,1,6.67
64775,8,1,12.5
68949,7,1,14.29
69260,29,1,3.45
68545,6,1,16.67
66281,14,1,7.14
66721,17,1,5.88
67363,9,1,11.11
66416,1,1,100.0
70502,27,1,3.7
67238,4,1,25.0
65250,30,1,3.33
69445,7,1,14.29
72731,13,1,7.69
66640,10,1,10.0
72208,4,1,25.0
72354,29,1,3.45
67643,1,1,100.0
69682,4,1,25.0
73527,7,1,14.29
67365,20,1,5.0
72460,9,1,11.11
67539,12,1,8.33
68770,11,1,9.09
71513,6,1,16.67
73406,10,1,10.0
64929,9,1,11.11
64930,71,1,1.41
63523,3,1,33.33
68566,2,1,50.0
69926,9,1,11.11
65756,10,1,10.0
65434,103,1,0.97
70968,26,1,3.85
64364,46,1,2.17
66013,2,1,50.0
66522,7,1,14.29
70396,1,1,100.0
63374,59,1,1.69
64444,30,1,3.33
65924,1,1,100.0
70785,8,1,12.5
72780,101,1,0.99
69513,30,1,3.33
65468,5,1,20.0
69171,6,1,16.67
65222,28,1,3.57
69619,26,1,3.85
70943,2,1,50.0
72082,3,1,33.33
64418,20,1,5.0
68222,26,1,3.85
72668,5,1,20.0
68627,10,1,10.0
69438,10,1,10.0
74775,35,1,2.86
74904,36,1,2.78
75294,9,1,11.11
81410,4,1,25.0
83693,1,1,100.0
77352,6,1,16.67
78925,14,1,7.14
81465,37,1,2.7
80669,34,1,2.94
82049,2,1,50.0
83325,12,1,8.33
83346,3,1,33.33
82935,2,1,50.0
73560,9,1,11.11
77695,12,1,8.33
78993,21,1,4.76
79662,13,1,7.69
81443,21,1,4.76
77714,127,1,0.79
79257,5,1,20.0
81672,15,1,6.67
74110,33,1,3.03
77496,11,1,9.09
77943,1,1,100.0
79918,4,1,25.0
74588,12,1,8.33
80538,5,1,20.0
82177,8,1,12.5
82251,4,1,25.0
75278,10,1,10.0
79206,21,1,4.76
78403,10,1,10.0
79003,31,1,3.23
82206,35,1,2.86
76549,5,1,20.0
74051,3,1,33.33
74422,6,1,16.67
79944,28,1,3.57
76840,3,1,33.33
77634,6,1,16.67
82707,14,1,7.14
75162,6,1,16.67
78719,11,1,9.09
76172,9,1,11.11
80090,10,1,10.0
79011,7,1,14.29
80191,12,1,8.33
73870,6,1,16.67
80356,3,1,33.33
82036,11,1,9.09
76937,7,1,14.29
78093,24,1,4.17
77291,2,1,50.0
79174,32,1,3.13
82486,1,1,100.0
77423,4,1,25.0
81277,58,1,1.72
74113,3,1,33.33
76221,36,1,2.78
80056,28,1,3.57
77067,8,1,12.5
79312,19,1,5.26
82923,30,1,3.33
74274,6,1,16.67
76625,16,1,6.25
82508,25,1,4.0
83408,2,1,50.0
76718,24,1,4.17
81654,15,1,6.67
74587,33,1,3.03
74931,6,1,16.67
77261,5,1,20.0
78331,20,1,5.0
83072,3,1,33.33
82329,11,1,9.09
82649,12,1,8.33
77322,9,1,11.11
79702,17,1,5.88
74600,3,1,33.33
75244,16,1,6.25
74278,6,1,16.67
74764,43,1,2.33
76399,24,1,4.17
78068,3,1,33.33
73570,2,1,50.0
74739,9,1,11.11
77337,24,1,4.17
78788,4,1,25.0
81817,4,1,25.0
78132,23,1,4.35
79987,7,1,14.29
82812,88,1,1.14
74787,5,1,20.0
79958,27,1,3.7
76093,9,1,11.11
77384,29,1,3.45
83261,17,1,5.88
78353,10,1,10.0
81850,10,1,10.0
82071,14,1,7.14
81624,40,1,2.5
78703,10,1,10.0
82937,4,1,25.0
76072,8,1,12.5
76514,11,1,9.09
79303,15,1,6.67
83465,29,1,3.45
80807,21,1,4.76
75291,10,1,10.0
76014,14,1,7.14
73717,33,1,3.03
77295,8,1,12.5
82849,2,1,50.0
73628,12,1,8.33
76877,16,1,6.25
83164,7,1,14.29
83936,5,1,20.0
75418,4,1,25.0
78803,15,1,6.67
79751,1,1,100.0
83400,21,1,4.76
75658,22,1,4.55
77657,5,1,20.0
82721,47,1,2.13
79449,2,1,50.0
81250,24,1,4.17
82250,2,1,50.0
78179,9,1,11.11
78878,4,1,25.0
83061,8,1,12.5
75041,15,1,6.67
76666,5,1,20.0
77921,5,1,20.0
82824,6,1,16.67
74572,36,1,2.78
83629,21,1,4.76
74205,5,1,20.0
75015,36,1,2.78
78234,33,1,3.03
78832,32,1,3.13
78086,2,1,50.0
81308,1,1,100.0
74232,1,1,100.0
76652,37,1,2.7
76722,6,1,16.67
79870,16,1,6.25
83691,4,1,25.0
73630,13,1,7.69
79180,6,1,16.67
83952,21,1,4.76
73654,32,1,3.13
80552,3,1,33.33
82522,33,1,3.03
83109,30,1,3.33
77531,14,1,7.14
80826,17,1,5.88
82642,34,1,2.94
80928,24,1,4.17
83870,15,1,6.67
74125,12,1,8.33
74506,4,1,25.0
83337,19,1,5.26
79481,4,1,25.0
74404,21,1,4.76
82877,8,1,12.5
79584,45,1,2.22
73758,2,1,50.0
77444,2,1,50.0
80674,11,1,9.09
76712,3,1,33.33
79369,3,1,33.33
81615,2,1,50.0
82300,5,1,20.0
82311,2,1,50.0
74042,5,1,20.0
76224,25,1,4.0
76807,1,1,100.0
81392,3,1,33.33
75527,2,1,50.0
74148,12,1,8.33
75152,8,1,12.5
83866,7,1,14.29
75097,15,1,6.67
74083,5,1,20.0
83100,21,1,4.76
83193,18,1,5.56
80312,16,1,6.25
73998,8,1,12.5
80903,1,1,100.0
83685,2,1,50.0
73591,25,1,4.0
79492,22,1,4.55
81914,33,1,3.03
83300,33,1,3.03
74558,12,1,8.33
74155,3,1,33.33
77281,4,1,25.0
79235,46,1,2.17
75381,7,1,14.29
78471,34,1,2.94
74585,1,1,100.0
75012,28,1,3.57
83916,6,1,16.67
78573,10,1,10.0
75314,3,1,33.33
76901,16,1,6.25
74417,19,1,5.26
76945,24,1,4.17
83420,3,1,33.33
77068,9,1,11.11
78861,30,1,3.33
77970,10,1,10.0
82487,46,1,2.17
74678,23,1,4.35
74895,18,1,5.56
78541,8,1,12.5
83909,10,1,10.0
73711,2,1,50.0
73943,7,1,14.29
73848,26,1,3.85
76668,17,1,5.88
81371,8,1,12.5
76035,15,1,6.67
82987,30,1,3.33
82728,24,1,4.17
74504,5,1,20.0
76646,21,1,4.76
80661,11,1,9.09
74524,6,1,16.67
82092,8,1,12.5
83486,38,1,2.63
78226,40,1,2.5
81126,4,1,25.0
81819,6,1,16.67
73658,17,1,5.88
73718,46,1,2.17
79513,1,1,100.0
79636,7,1,14.29
74973,2,1,50.0
76528,19,1,5.26
82174,16,1,6.25
74088,18,1,5.56
78624,7,1,14.29
81334,12,1,8.33
78291,16,1,6.25
82297,29,1,3.45
83266,17,1,5.88
79372,12,1,8.33
73712,31,1,3.23
74751,9,1,11.11
81473,43,1,2.33
81747,20,1,5.0
77392,9,1,11.11
82365,51,1,1.96
79618,2,1,50.0
83043,25,1,4.0
76730,17,1,5.88
78090,3,1,33.33
76580,5,1,20.0
81506,3,1,33.33
80466,3,1,33.33
80637,21,1,4.76
82263,32,1,3.13
75210,48,1,2.08
73937,6,1,16.67
78613,1,1,100.0
78845,2,1,50.0
78994,12,1,8.33
81904,44,1,2.27
83953,3,1,33.33
74743,59,1,1.69
76357,2,1,50.0
74516,1,1,100.0
77712,13,1,7.69
78723,14,1,7.14
80177,9,1,11.11
82527,5,1,20.0
78248,4,1,25.0
80324,5,1,20.0
78104,34,1,2.94
78587,14,1,7.14
74074,6,1,16.67
74667,18,1,5.56
76574,5,1,20.0
74313,10,1,10.0
83812,3,1,33.33
77829,29,1,3.45
83147,6,1,16.67
83563,10,1,10.0
76039,103,1,0.97
82095,77,1,1.3
74387,14,1,7.14
74580,63,1,1.59
81718,1,1,100.0
75942,20,1,5.0
79713,39,1,2.56
82786,8,1,12.5
81714,27,1,3.7
83677,2,1,50.0
78236,20,1,5.0
74791,2,1,50.0
81108,6,1,16.67
74666,1,1,100.0
75913,4,1,25.0
82702,2,1,50.0
79746,11,1,9.09
83576,41,1,2.44
79155,23,1,4.35
78965,9,1,11.11
80646,32,1,3.13
82217,29,1,3.45
83646,63,1,1.59
73934,17,1,5.88
79569,23,1,4.35
75192,2,1,50.0
82820,4,1,25.0
80602,7,1,14.29
83755,24,1,4.17
76159,19,1,5.26
82905,6,1,16.67
85749,7,1,14.29
87616,7,1,14.29
84445,8,1,12.5
91473,48,1,2.08
87219,1,1,100.0
87224,56,1,1.79
87849,25,1,4.0
92852,12,1,8.33
90712,4,1,25.0
91389,22,1,4.55
88719,22,1,4.55
90611,10,1,10.0
85888,6,1,16.67
88393,7,1,14.29
84858,1,1,100.0
85719,10,1,10.0
84460,9,1,11.11
92919,3,1,33.33
84472,8,1,12.5
90072,10,1,10.0
91963,33,1,3.03
87595,5,1,20.0
89937,13,1,7.69
92947,12,1,8.33
91688,14,1,7.14
92195,2,1,50.0
88611,9,1,11.11
84027,2,1,50.0
86860,28,1,3.57
87221,13,1,7.69
89467,3,1,33.33
92917,10,1,10.0
91368,45,1,2.22
92045,7,1,14.29
88148,11,1,9.09
85153,8,1,12.5
90918,4,1,25.0
91717,53,1,1.89
88923,4,1,25.0
89459,18,1,5.56
92627,1,1,100.0
91196,32,1,3.13
85544,61,1,1.64
84084,17,1,5.88
85636,3,1,33.33
88226,11,1,9.09
86051,30,1,3.33
92556,24,1,4.17
86003,22,1,4.55
88152,12,1,8.33
92614,59,1,1.69
86727,5,1,20.0
88513,70,1,1.43
92704,33,1,3.03
88752,63,1,1.59
84504,8,1,12.5
91165,15,1,6.67
92551,3,1,33.33
86152,24,1,4.17
92781,6,1,16.67
85318,8,1,12.5
91539,32,1,3.13
84894,75,1,1.33
84609,2,1,50.0
90788,25,1,4.0
85181,11,1,9.09
85700,17,1,5.88
88288,22,1,4.55
92197,6,1,16.67
88475,2,1,50.0
86457,12,1,8.33
90999,3,1,33.33
91620,3,1,33.33
87757,6,1,16.67
89423,18,1,5.56
85278,15,1,6.67
91046,3,1,33.33
91390,2,1,50.0
92804,21,1,4.76
92267,5,1,20.0
85304,12,1,8.33
84908,14,1,7.14
86647,4,1,25.0
88730,11,1,9.09
89473,1,1,100.0
84136,18,1,5.56
89470,8,1,12.5
90420,11,1,9.09
92692,41,1,2.44
84541,4,1,25.0
88805,6,1,16.67
90006,3,1,33.33
90710,60,1,1.67
84364,14,1,7.14
92498,1,1,100.0
92535,7,1,14.29
92093,10,1,10.0
89450,4,1,25.0
87703,32,1,3.13
85376,2,1,50.0
90344,7,1,14.29
86661,2,1,50.0
87875,13,1,7.69
88578,41,1,2.44
92193,17,1,5.88
87296,5,1,20.0
87783,3,1,33.33
92121,25,1,4.0
88123,11,1,9.09
88734,5,1,20.0
87447,6,1,16.67
85887,33,1,3.03
84448,16,1,6.25
84690,3,1,33.33
87659,19,1,5.26
87746,14,1,7.14
89158,34,1,2.94
91287,2,1,50.0
92463,12,1,8.33
84820,10,1,10.0
90842,4,1,25.0
85407,3,1,33.33
87836,6,1,16.67
91949,3,1,33.33
87561,7,1,14.29
89275,11,1,9.09
92508,5,1,20.0
91683,3,1,33.33
87911,6,1,16.67
90199,35,1,2.86
91859,2,1,50.0
87738,6,1,16.67
90288,6,1,16.67
90494,8,1,12.5
91748,13,1,7.69
84223,14,1,7.14
91867,57,1,1.75
86538,9,1,11.11
84717,29,1,3.45
84255,2,1,50.0
91586,4,1,25.0
87768,4,1,25.0
87786,11,1,9.09
90131,14,1,7.14
90832,2,1,50.0
88506,9,1,11.11
90705,20,1,5.0
87407,16,1,6.25
92894,26,1,3.85
84942,25,1,4.0
88979,9,1,11.11
91956,16,1,6.25
88963,9,1,11.11
89270,30,1,3.33
88085,21,1,4.76
89485,75,1,1.33
85108,12,1,8.33
90981,58,1,1.72
86579,6,1,16.67
90262,2,1,50.0
91766,30,1,3.33
92754,3,1,33.33
85958,18,1,5.56
84721,3,1,33.33
85222,24,1,4.17
87806,7,1,14.29
91615,18,1,5.56
92102,12,1,8.33
86666,14,1,7.14
90521,20,1,5.0
88117,40,1,2.5
92549,3,1,33.33
92580,17,1,5.88
87454,2,1,50.0
91053,18,1,5.56
86043,17,1,5.88
87832,32,1,3.13
84054,3,1,33.33
86165,4,1,25.0
