adgroup_id,buy,cart,fav,pv,总行为数,购买转化率,加购率,收藏率
2725,0,0,0,6,6,0.0,0.0,0.0
81157,0,0,0,1,1,0.0,0.0,0.0
74665,1,0,0,23,24,0.0435,0.0,0.0
39654,0,1,0,19,20,0.0,0.0526,0.0
39027,0,0,0,1,1,0.0,0.0,0.0
48350,0,0,0,7,7,0.0,0.0,0.0
41162,3,2,4,261,270,0.0115,0.0077,0.0153
66771,0,0,0,1,1,0.0,0.0,0.0
13965,0,0,2,11,13,0.0,0.0,0.1818
62728,0,0,0,3,3,0.0,0.0,0.0
7266,0,0,0,8,8,0.0,0.0,0.0
82013,3,0,0,90,93,0.0333,0.0,0.0
53029,0,2,3,20,25,0.0,0.1,0.15
95148,2,1,0,23,26,0.087,0.0435,0.0
67293,0,0,0,3,3,0.0,0.0,0.0
47029,0,0,0,11,11,0.0,0.0,0.0
61581,0,0,0,1,1,0.0,0.0,0.0
66369,0,0,0,3,3,0.0,0.0,0.0
22150,0,0,0,6,6,0.0,0.0,0.0
33629,0,0,0,6,6,0.0,0.0,0.0
98515,0,0,0,35,35,0.0,0.0,0.0
66892,0,0,0,6,6,0.0,0.0,0.0
62103,0,0,0,3,3,0.0,0.0,0.0
62309,0,1,0,16,17,0.0,0.0625,0.0
1961,0,1,0,3,4,0.0,0.3333,0.0
42135,0,0,0,2,2,0.0,0.0,0.0
39608,0,0,0,1,1,0.0,0.0,0.0
95182,0,0,0,8,8,0.0,0.0,0.0
39877,0,0,0,1,1,0.0,0.0,0.0
50798,0,0,0,2,2,0.0,0.0,0.0
66304,0,1,0,5,6,0.0,0.2,0.0
18102,0,0,0,2,2,0.0,0.0,0.0
16467,0,0,0,6,6,0.0,0.0,0.0
28999,0,0,0,6,6,0.0,0.0,0.0
45708,0,0,0,1,1,0.0,0.0,0.0
32941,0,0,0,4,4,0.0,0.0,0.0
48450,0,0,0,7,7,0.0,0.0,0.0
21829,0,0,1,10,11,0.0,0.0,0.1
4203,0,0,0,1,1,0.0,0.0,0.0
89927,0,0,0,2,2,0.0,0.0,0.0
31171,0,0,0,2,2,0.0,0.0,0.0
36943,0,0,0,3,3,0.0,0.0,0.0
76908,2,0,0,21,23,0.0952,0.0,0.0
52232,0,0,0,2,2,0.0,0.0,0.0
55257,0,0,0,1,1,0.0,0.0,0.0
47854,0,1,0,3,4,0.0,0.3333,0.0
1731,0,0,0,1,1,0.0,0.0,0.0
35601,0,0,0,2,2,0.0,0.0,0.0
72766,0,0,0,2,2,0.0,0.0,0.0
73581,0,2,0,3,5,0.0,0.6667,0.0
74031,0,0,0,4,4,0.0,0.0,0.0
37160,0,0,0,8,8,0.0,0.0,0.0
76999,0,0,0,1,1,0.0,0.0,0.0
45496,0,0,0,1,1,0.0,0.0,0.0
44541,0,0,0,1,1,0.0,0.0,0.0
94899,0,0,0,7,7,0.0,0.0,0.0
82657,0,0,0,2,2,0.0,0.0,0.0
63827,0,0,0,1,1,0.0,0.0,0.0
43164,0,0,0,1,1,0.0,0.0,0.0
11849,0,0,1,1,2,0.0,0.0,1.0
48848,0,0,0,5,5,0.0,0.0,0.0
65043,1,0,0,31,32,0.0323,0.0,0.0
23851,0,0,0,1,1,0.0,0.0,0.0
44952,17,36,11,1056,1120,0.0161,0.0341,0.0104
33333,0,0,0,13,13,0.0,0.0,0.0
81791,0,0,0,2,2,0.0,0.0,0.0
61014,0,0,0,8,8,0.0,0.0,0.0
47052,4,12,0,121,137,0.0331,0.0992,0.0
98062,0,0,0,6,6,0.0,0.0,0.0
20574,0,0,0,21,21,0.0,0.0,0.0
17946,0,0,0,2,2,0.0,0.0,0.0
100838,0,0,0,9,9,0.0,0.0,0.0
36661,0,0,0,49,49,0.0,0.0,0.0
27256,0,0,0,7,7,0.0,0.0,0.0
56198,0,1,1,18,20,0.0,0.0556,0.0556
24395,0,0,0,10,10,0.0,0.0,0.0
42516,0,1,0,44,45,0.0,0.0227,0.0
60805,0,0,0,14,14,0.0,0.0,0.0
56407,0,0,0,11,11,0.0,0.0,0.0
21312,0,0,0,7,7,0.0,0.0,0.0
55595,0,0,0,4,4,0.0,0.0,0.0
65641,1,3,2,152,158,0.0066,0.0197,0.0132
12937,0,0,0,6,6,0.0,0.0,0.0
60576,0,0,0,10,10,0.0,0.0,0.0
29847,0,0,0,6,6,0.0,0.0,0.0
16292,0,3,1,28,32,0.0,0.1071,0.0357
77423,1,0,0,2,3,0.5,0.0,0.0
44026,1,0,3,21,25,0.0476,0.0,0.1429
12170,0,1,0,1,2,0.0,1.0,0.0
38853,0,0,0,2,2,0.0,0.0,0.0
81277,3,2,2,44,51,0.0682,0.0455,0.0455
51918,0,0,0,18,18,0.0,0.0,0.0
24596,0,0,0,1,1,0.0,0.0,0.0
96249,0,0,0,2,2,0.0,0.0,0.0
10358,0,1,0,1,2,0.0,1.0,0.0
93747,0,0,0,3,3,0.0,0.0,0.0
61225,0,0,0,3,3,0.0,0.0,0.0
89459,0,1,0,37,38,0.0,0.027,0.0
95450,0,0,0,8,8,0.0,0.0,0.0
7731,0,0,0,3,3,0.0,0.0,0.0
40803,0,0,0,6,6,0.0,0.0,0.0
89256,0,0,0,4,4,0.0,0.0,0.0
66528,0,0,0,3,3,0.0,0.0,0.0
63917,0,0,0,2,2,0.0,0.0,0.0
33255,0,0,0,5,5,0.0,0.0,0.0
71892,0,0,0,2,2,0.0,0.0,0.0
16952,0,0,0,2,2,0.0,0.0,0.0
70203,0,0,0,9,9,0.0,0.0,0.0
102126,2,0,0,14,16,0.1429,0.0,0.0
8851,0,0,2,14,16,0.0,0.0,0.1429
39355,0,0,0,4,4,0.0,0.0,0.0
78350,0,0,0,1,1,0.0,0.0,0.0
69355,0,3,0,14,17,0.0,0.2143,0.0
17817,0,5,0,9,14,0.0,0.5556,0.0
16155,0,0,0,11,11,0.0,0.0,0.0
28067,0,0,0,7,7,0.0,0.0,0.0
7124,0,0,0,1,1,0.0,0.0,0.0
59755,0,0,0,2,2,0.0,0.0,0.0
95876,0,0,0,8,8,0.0,0.0,0.0
84780,0,0,0,1,1,0.0,0.0,0.0
92487,0,0,0,2,2,0.0,0.0,0.0
14474,0,0,0,1,1,0.0,0.0,0.0
45339,0,0,0,2,2,0.0,0.0,0.0
56041,0,0,0,4,4,0.0,0.0,0.0
45961,0,0,0,2,2,0.0,0.0,0.0
100587,0,0,0,2,2,0.0,0.0,0.0
96597,0,0,0,1,1,0.0,0.0,0.0
69271,0,0,0,1,1,0.0,0.0,0.0
81313,0,0,2,4,6,0.0,0.0,0.5
60696,0,0,1,1,2,0.0,0.0,1.0
11135,0,0,0,2,2,0.0,0.0,0.0
44114,0,0,0,1,1,0.0,0.0,0.0
40638,0,1,0,2,3,0.0,0.5,0.0
103576,0,0,0,4,4,0.0,0.0,0.0
99491,0,0,0,1,1,0.0,0.0,0.0
64631,0,0,0,2,2,0.0,0.0,0.0
17447,0,0,0,2,2,0.0,0.0,0.0
64074,0,0,0,1,1,0.0,0.0,0.0
47773,0,0,0,2,2,0.0,0.0,0.0
92375,0,0,0,2,2,0.0,0.0,0.0
94266,0,0,0,27,27,0.0,0.0,0.0
50093,0,1,0,78,79,0.0,0.0128,0.0
35908,0,0,0,1,1,0.0,0.0,0.0
37761,0,0,0,3,3,0.0,0.0,0.0
67070,1,0,0,5,6,0.2,0.0,0.0
84264,0,0,0,9,9,0.0,0.0,0.0
41518,0,1,0,26,27,0.0,0.0385,0.0
102898,1,1,0,101,103,0.0099,0.0099,0.0
24189,1,0,0,17,18,0.0588,0.0,0.0
31920,0,1,0,2,3,0.0,0.5,0.0
42256,0,0,0,2,2,0.0,0.0,0.0
54101,0,0,0,4,4,0.0,0.0,0.0
157,0,0,0,4,4,0.0,0.0,0.0
79357,1,0,0,5,6,0.2,0.0,0.0
2042,0,0,0,1,1,0.0,0.0,0.0
95872,0,2,0,40,42,0.0,0.05,0.0
84565,0,0,0,1,1,0.0,0.0,0.0
49206,0,1,0,29,30,0.0,0.0345,0.0
69514,0,0,1,6,7,0.0,0.0,0.1667
61659,0,0,0,1,1,0.0,0.0,0.0
4727,0,1,3,212,216,0.0,0.0047,0.0142
98778,0,0,0,10,10,0.0,0.0,0.0
47479,0,0,0,14,14,0.0,0.0,0.0
85377,0,0,0,8,8,0.0,0.0,0.0
34847,0,0,0,8,8,0.0,0.0,0.0
58987,0,0,0,2,2,0.0,0.0,0.0
39334,0,0,1,13,14,0.0,0.0,0.0769
32000,0,0,0,1,1,0.0,0.0,0.0
66156,0,0,0,2,2,0.0,0.0,0.0
1506,0,2,0,109,111,0.0,0.0183,0.0
67871,0,0,0,2,2,0.0,0.0,0.0
11026,0,1,0,6,7,0.0,0.1667,0.0
88028,0,0,0,6,6,0.0,0.0,0.0
88435,1,0,0,10,11,0.1,0.0,0.0
12777,0,0,0,2,2,0.0,0.0,0.0
17296,0,0,0,1,1,0.0,0.0,0.0
91924,0,0,0,17,17,0.0,0.0,0.0
15046,0,0,0,11,11,0.0,0.0,0.0
66078,0,0,0,1,1,0.0,0.0,0.0
70604,0,0,0,1,1,0.0,0.0,0.0
63521,0,0,0,2,2,0.0,0.0,0.0
80592,0,0,0,12,12,0.0,0.0,0.0
103634,0,0,0,1,1,0.0,0.0,0.0
45200,0,0,0,2,2,0.0,0.0,0.0
74738,0,0,0,6,6,0.0,0.0,0.0
38714,0,0,0,3,3,0.0,0.0,0.0
232,0,0,0,2,2,0.0,0.0,0.0
75850,0,0,0,1,1,0.0,0.0,0.0
67142,0,0,0,10,10,0.0,0.0,0.0
69275,0,0,0,3,3,0.0,0.0,0.0
102537,0,0,0,2,2,0.0,0.0,0.0
97359,0,0,0,1,1,0.0,0.0,0.0
25914,0,0,0,3,3,0.0,0.0,0.0
93847,0,0,0,8,8,0.0,0.0,0.0
60207,0,0,1,6,7,0.0,0.0,0.1667
83440,1,0,0,20,21,0.05,0.0,0.0
92627,0,0,0,1,1,0.0,0.0,0.0
29511,0,0,0,2,2,0.0,0.0,0.0
39571,0,0,0,2,2,0.0,0.0,0.0
14564,0,0,0,2,2,0.0,0.0,0.0
16853,0,0,0,4,4,0.0,0.0,0.0
96234,0,0,0,3,3,0.0,0.0,0.0
16516,0,0,0,1,1,0.0,0.0,0.0
82825,0,0,0,2,2,0.0,0.0,0.0
103873,0,0,3,78,81,0.0,0.0,0.0385
55209,0,1,0,43,44,0.0,0.0233,0.0
18162,0,0,0,5,5,0.0,0.0,0.0
26802,0,0,0,3,3,0.0,0.0,0.0
30311,4,3,0,79,86,0.0506,0.038,0.0
84596,0,0,0,3,3,0.0,0.0,0.0
66607,0,2,0,6,8,0.0,0.3333,0.0
38648,0,1,1,81,83,0.0,0.0123,0.0123
97508,2,2,1,54,59,0.037,0.037,0.0185
76221,0,0,0,20,20,0.0,0.0,0.0
97211,0,0,0,7,7,0.0,0.0,0.0
68959,0,0,1,52,53,0.0,0.0,0.0192
73882,0,2,0,43,45,0.0,0.0465,0.0
38401,0,0,0,78,78,0.0,0.0,0.0
70327,0,0,0,21,21,0.0,0.0,0.0
48644,0,0,0,5,5,0.0,0.0,0.0
97093,0,3,2,53,58,0.0,0.0566,0.0377
49472,0,0,0,10,10,0.0,0.0,0.0
29256,0,0,0,34,34,0.0,0.0,0.0
97976,0,0,0,33,33,0.0,0.0,0.0
68612,0,2,1,51,54,0.0,0.0392,0.0196
57367,0,0,2,6,8,0.0,0.0,0.3333
73509,1,11,2,203,217,0.0049,0.0542,0.0099
61254,0,0,0,4,4,0.0,0.0,0.0
40161,0,0,0,13,13,0.0,0.0,0.0
63816,0,1,0,29,30,0.0,0.0345,0.0
35196,0,1,0,3,4,0.0,0.3333,0.0
46622,0,0,1,18,19,0.0,0.0,0.0556
14538,0,0,0,8,8,0.0,0.0,0.0
94941,0,0,4,71,75,0.0,0.0,0.0563
31457,2,0,0,65,67,0.0308,0.0,0.0
80056,0,0,0,8,8,0.0,0.0,0.0
43719,0,0,0,4,4,0.0,0.0,0.0
53062,0,0,0,5,5,0.0,0.0,0.0
43725,2,2,0,125,129,0.016,0.016,0.0
1588,0,0,0,2,2,0.0,0.0,0.0
99127,1,2,3,106,112,0.0094,0.0189,0.0283
73990,0,0,0,23,23,0.0,0.0,0.0
16389,0,0,0,6,6,0.0,0.0,0.0
46425,0,0,0,2,2,0.0,0.0,0.0
29788,0,0,0,11,11,0.0,0.0,0.0
68519,2,0,0,41,43,0.0488,0.0,0.0
90813,0,0,0,11,11,0.0,0.0,0.0
40096,0,0,0,5,5,0.0,0.0,0.0
31251,0,0,0,9,9,0.0,0.0,0.0
54739,0,0,0,1,1,0.0,0.0,0.0
52786,1,0,1,20,22,0.05,0.0,0.05
54822,0,1,0,7,8,0.0,0.1429,0.0
103192,0,0,0,1,1,0.0,0.0,0.0
13993,0,0,0,17,17,0.0,0.0,0.0
26315,0,0,1,8,9,0.0,0.0,0.125
4426,0,0,0,21,21,0.0,0.0,0.0
33413,0,0,0,1,1,0.0,0.0,0.0
90624,0,0,1,2,3,0.0,0.0,0.5
82166,0,0,0,1,1,0.0,0.0,0.0
91715,0,0,0,1,1,0.0,0.0,0.0
66752,0,0,0,1,1,0.0,0.0,0.0
367,0,0,0,1,1,0.0,0.0,0.0
39868,0,0,0,2,2,0.0,0.0,0.0
67334,0,0,0,1,1,0.0,0.0,0.0
93903,0,0,0,9,9,0.0,0.0,0.0
51651,0,2,0,7,9,0.0,0.2857,0.0
38942,0,0,0,1,1,0.0,0.0,0.0
23078,0,0,0,1,1,0.0,0.0,0.0
35462,0,0,0,4,4,0.0,0.0,0.0
26085,0,0,0,4,4,0.0,0.0,0.0
30121,0,0,0,1,1,0.0,0.0,0.0
19643,0,1,0,2,3,0.0,0.5,0.0
73994,0,0,0,3,3,0.0,0.0,0.0
46481,0,1,0,3,4,0.0,0.3333,0.0
43280,0,0,0,1,1,0.0,0.0,0.0
89251,1,1,0,4,6,0.25,0.25,0.0
90858,0,0,0,1,1,0.0,0.0,0.0
15719,0,0,0,1,1,0.0,0.0,0.0
12558,0,0,0,1,1,0.0,0.0,0.0
83394,8,3,0,158,169,0.0506,0.019,0.0
17519,5,0,0,171,176,0.0292,0.0,0.0
49465,0,0,0,4,4,0.0,0.0,0.0
33918,0,2,0,4,6,0.0,0.5,0.0
69077,0,0,1,31,32,0.0,0.0,0.0323
18145,0,1,2,63,66,0.0,0.0159,0.0317
49535,0,0,0,3,3,0.0,0.0,0.0
14040,0,0,0,25,25,0.0,0.0,0.0
90205,1,0,3,38,42,0.0263,0.0,0.0789
10409,0,0,0,2,2,0.0,0.0,0.0
5478,0,0,0,18,18,0.0,0.0,0.0
9571,1,1,0,11,13,0.0909,0.0909,0.0
25943,2,1,2,97,102,0.0206,0.0103,0.0206
25127,0,0,1,2,3,0.0,0.0,0.5
77067,0,1,0,14,15,0.0,0.0714,0.0
87372,1,0,2,104,107,0.0096,0.0,0.0192
94753,4,5,3,126,138,0.0317,0.0397,0.0238
71960,0,0,0,4,4,0.0,0.0,0.0
83919,0,1,1,13,15,0.0,0.0769,0.0769
100254,0,1,0,15,16,0.0,0.0667,0.0
66763,0,0,0,29,29,0.0,0.0,0.0
62938,0,0,1,15,16,0.0,0.0,0.0667
17033,0,0,0,5,5,0.0,0.0,0.0
20014,0,0,0,10,10,0.0,0.0,0.0
89269,0,0,0,16,16,0.0,0.0,0.0
67992,2,0,0,48,50,0.0417,0.0,0.0
21739,0,0,0,2,2,0.0,0.0,0.0
98582,0,0,0,9,9,0.0,0.0,0.0
86357,0,4,1,81,86,0.0,0.0494,0.0123
46152,0,0,0,13,13,0.0,0.0,0.0
10070,0,1,0,14,15,0.0,0.0714,0.0
53622,2,0,0,12,14,0.1667,0.0,0.0
54756,0,0,0,27,27,0.0,0.0,0.0
86336,0,0,0,8,8,0.0,0.0,0.0
31415,0,0,0,8,8,0.0,0.0,0.0
33242,0,0,0,26,26,0.0,0.0,0.0
22089,0,0,0,4,4,0.0,0.0,0.0
12583,3,1,1,18,23,0.1667,0.0556,0.0556
22580,0,0,0,1,1,0.0,0.0,0.0
83247,0,0,0,4,4,0.0,0.0,0.0
56249,0,0,0,1,1,0.0,0.0,0.0
26497,0,0,0,19,19,0.0,0.0,0.0
66884,0,0,0,19,19,0.0,0.0,0.0
72892,0,1,0,7,8,0.0,0.1429,0.0
10648,0,0,0,22,22,0.0,0.0,0.0
3817,0,0,0,1,1,0.0,0.0,0.0
1505,0,0,0,2,2,0.0,0.0,0.0
89922,0,2,0,28,30,0.0,0.0714,0.0
10779,0,0,0,8,8,0.0,0.0,0.0
33889,0,0,0,12,12,0.0,0.0,0.0
60463,0,0,0,1,1,0.0,0.0,0.0
70632,0,0,0,1,1,0.0,0.0,0.0
99097,0,0,1,3,4,0.0,0.0,0.3333
56805,0,0,0,11,11,0.0,0.0,0.0
86018,0,1,0,5,6,0.0,0.2,0.0
93128,0,1,0,8,9,0.0,0.125,0.0
42868,0,0,0,2,2,0.0,0.0,0.0
11927,0,0,0,1,1,0.0,0.0,0.0
57795,0,0,0,1,1,0.0,0.0,0.0
72829,0,0,0,9,9,0.0,0.0,0.0
61406,0,0,0,4,4,0.0,0.0,0.0
22218,0,0,0,3,3,0.0,0.0,0.0
91196,0,0,0,5,5,0.0,0.0,0.0
75724,0,0,0,2,2,0.0,0.0,0.0
5655,0,1,0,2,3,0.0,0.5,0.0
46109,0,0,0,1,1,0.0,0.0,0.0
63539,0,0,0,6,6,0.0,0.0,0.0
51980,0,0,0,4,4,0.0,0.0,0.0
34526,0,0,0,8,8,0.0,0.0,0.0
92662,0,0,0,1,1,0.0,0.0,0.0
69960,0,0,1,3,4,0.0,0.0,0.3333
57267,0,0,0,1,1,0.0,0.0,0.0
99665,0,0,0,5,5,0.0,0.0,0.0
102419,0,0,0,3,3,0.0,0.0,0.0
92004,0,0,0,3,3,0.0,0.0,0.0
25741,0,1,0,2,3,0.0,0.5,0.0
36314,0,0,0,1,1,0.0,0.0,0.0
84598,0,0,0,2,2,0.0,0.0,0.0
14257,0,0,0,3,3,0.0,0.0,0.0
23476,0,0,0,1,1,0.0,0.0,0.0
93263,0,0,0,2,2,0.0,0.0,0.0
70325,0,0,0,7,7,0.0,0.0,0.0
56626,0,0,0,2,2,0.0,0.0,0.0
91365,2,0,1,23,26,0.087,0.0,0.0435
51380,0,0,0,2,2,0.0,0.0,0.0
91750,0,0,0,9,9,0.0,0.0,0.0
41070,0,0,0,12,12,0.0,0.0,0.0
21712,0,0,0,2,2,0.0,0.0,0.0
50974,0,0,0,2,2,0.0,0.0,0.0
25928,0,0,0,11,11,0.0,0.0,0.0
93098,2,2,2,129,135,0.0155,0.0155,0.0155
29277,0,0,0,2,2,0.0,0.0,0.0
55903,0,1,0,25,26,0.0,0.04,0.0
95026,0,0,0,6,6,0.0,0.0,0.0
10310,0,0,0,2,2,0.0,0.0,0.0
21553,3,0,0,109,112,0.0275,0.0,0.0
90824,0,0,0,6,6,0.0,0.0,0.0
101812,0,0,0,24,24,0.0,0.0,0.0
98250,0,0,0,4,4,0.0,0.0,0.0
9588,0,0,0,11,11,0.0,0.0,0.0
62706,2,3,2,139,146,0.0144,0.0216,0.0144
74810,0,0,0,2,2,0.0,0.0,0.0
30369,0,0,0,14,14,0.0,0.0,0.0
53318,0,0,0,1,1,0.0,0.0,0.0
64012,0,2,0,7,9,0.0,0.2857,0.0
104172,0,1,1,32,34,0.0,0.0313,0.0313
96720,1,2,1,78,82,0.0128,0.0256,0.0128
89283,0,0,0,14,14,0.0,0.0,0.0
49543,0,0,0,1,1,0.0,0.0,0.0
64198,0,1,0,31,32,0.0,0.0323,0.0
73746,0,0,0,1,1,0.0,0.0,0.0
101007,1,1,1,8,11,0.125,0.125,0.125
69704,2,0,0,22,24,0.0909,0.0,0.0
80214,0,0,0,2,2,0.0,0.0,0.0
93376,4,0,0,63,67,0.0635,0.0,0.0
72614,0,0,1,6,7,0.0,0.0,0.1667
68715,0,1,0,34,35,0.0,0.0294,0.0
39802,0,1,0,2,3,0.0,0.5,0.0
72191,1,0,1,12,14,0.0833,0.0,0.0833
30159,0,0,0,5,5,0.0,0.0,0.0
15508,0,0,0,55,55,0.0,0.0,0.0
27078,0,0,1,15,16,0.0,0.0,0.0667
83910,4,1,0,76,81,0.0526,0.0132,0.0
70636,2,0,1,7,10,0.2857,0.0,0.1429
77267,0,0,0,32,32,0.0,0.0,0.0
88077,0,0,0,10,10,0.0,0.0,0.0
85544,0,1,0,23,24,0.0,0.0435,0.0
8619,1,1,1,100,103,0.01,0.01,0.01
103561,0,0,2,3,5,0.0,0.0,0.6667
39478,0,0,0,3,3,0.0,0.0,0.0
92050,0,0,0,2,2,0.0,0.0,0.0
99807,0,0,0,4,4,0.0,0.0,0.0
25284,0,0,0,3,3,0.0,0.0,0.0
65572,0,0,0,6,6,0.0,0.0,0.0
70121,0,0,0,7,7,0.0,0.0,0.0
29779,0,0,0,1,1,0.0,0.0,0.0
102074,0,0,1,4,5,0.0,0.0,0.25
30888,0,0,0,3,3,0.0,0.0,0.0
97533,0,0,0,1,1,0.0,0.0,0.0
53959,0,0,0,5,5,0.0,0.0,0.0
9512,0,1,0,3,4,0.0,0.3333,0.0
76594,0,0,0,2,2,0.0,0.0,0.0
62320,0,0,0,1,1,0.0,0.0,0.0
62565,0,2,0,34,36,0.0,0.0588,0.0
71955,0,0,0,5,5,0.0,0.0,0.0
6690,0,0,0,1,1,0.0,0.0,0.0
3045,0,0,0,10,10,0.0,0.0,0.0
83258,0,0,0,1,1,0.0,0.0,0.0
42489,0,0,0,1,1,0.0,0.0,0.0
3818,0,2,0,3,5,0.0,0.6667,0.0
51569,0,0,0,10,10,0.0,0.0,0.0
4642,0,0,1,3,4,0.0,0.0,0.3333
15702,0,0,0,1,1,0.0,0.0,0.0
79312,0,0,0,1,1,0.0,0.0,0.0
93452,0,0,0,6,6,0.0,0.0,0.0
74725,0,0,0,1,1,0.0,0.0,0.0
23547,0,0,0,2,2,0.0,0.0,0.0
88600,0,1,0,3,4,0.0,0.3333,0.0
77789,0,0,0,32,32,0.0,0.0,0.0
43095,0,0,0,2,2,0.0,0.0,0.0
8849,0,0,0,2,2,0.0,0.0,0.0
33794,0,0,0,1,1,0.0,0.0,0.0
92056,0,0,0,1,1,0.0,0.0,0.0
55461,0,0,0,1,1,0.0,0.0,0.0
63536,0,0,0,9,9,0.0,0.0,0.0
58287,0,1,0,8,9,0.0,0.125,0.0
27539,0,0,0,2,2,0.0,0.0,0.0
52752,0,0,0,1,1,0.0,0.0,0.0
55345,0,0,0,1,1,0.0,0.0,0.0
66386,0,0,0,15,15,0.0,0.0,0.0
9110,0,0,0,5,5,0.0,0.0,0.0
98087,0,0,0,1,1,0.0,0.0,0.0
62794,0,0,0,1,1,0.0,0.0,0.0
22512,0,0,0,1,1,0.0,0.0,0.0
68808,0,0,0,1,1,0.0,0.0,0.0
54469,0,0,0,1,1,0.0,0.0,0.0
92938,2,0,2,14,18,0.1429,0.0,0.1429
63813,2,0,0,2,4,1.0,0.0,0.0
71628,0,0,0,21,21,0.0,0.0,0.0
32074,0,0,0,3,3,0.0,0.0,0.0
91759,1,1,0,22,24,0.0455,0.0455,0.0
4507,0,0,0,14,14,0.0,0.0,0.0
45029,0,0,0,7,7,0.0,0.0,0.0
20637,0,0,0,4,4,0.0,0.0,0.0
10281,0,0,0,20,20,0.0,0.0,0.0
72725,0,2,1,96,99,0.0,0.0208,0.0104
94588,2,1,4,82,89,0.0244,0.0122,0.0488
101202,0,0,0,4,4,0.0,0.0,0.0
15546,0,0,0,3,3,0.0,0.0,0.0
95126,0,0,0,41,41,0.0,0.0,0.0
15190,1,0,1,14,16,0.0714,0.0,0.0714
60012,0,0,0,3,3,0.0,0.0,0.0
14988,0,0,0,4,4,0.0,0.0,0.0
81693,0,0,0,2,2,0.0,0.0,0.0
88226,1,5,1,38,45,0.0263,0.1316,0.0263
89926,1,0,2,33,36,0.0303,0.0,0.0606
61116,0,0,0,1,1,0.0,0.0,0.0
9123,0,0,0,8,8,0.0,0.0,0.0
100117,2,0,0,18,20,0.1111,0.0,0.0
52672,2,1,0,122,125,0.0164,0.0082,0.0
39318,0,0,0,4,4,0.0,0.0,0.0
75185,0,0,0,24,24,0.0,0.0,0.0
84319,1,0,0,25,26,0.04,0.0,0.0
58859,0,2,0,10,12,0.0,0.2,0.0
81697,0,0,0,18,18,0.0,0.0,0.0
40304,0,0,0,4,4,0.0,0.0,0.0
47306,0,0,0,5,5,0.0,0.0,0.0
52189,0,0,0,4,4,0.0,0.0,0.0
40708,0,0,0,59,59,0.0,0.0,0.0
65878,1,2,0,32,35,0.0313,0.0625,0.0
40218,0,0,0,11,11,0.0,0.0,0.0
17702,0,0,0,14,14,0.0,0.0,0.0
102148,3,2,0,172,177,0.0174,0.0116,0.0
96288,0,0,0,1,1,0.0,0.0,0.0
43309,0,0,0,1,1,0.0,0.0,0.0
79083,0,0,1,10,11,0.0,0.0,0.1
57238,0,0,0,1,1,0.0,0.0,0.0
12279,0,0,0,1,1,0.0,0.0,0.0
93890,0,0,1,8,9,0.0,0.0,0.125
97073,0,0,0,3,3,0.0,0.0,0.0
4756,0,0,0,2,2,0.0,0.0,0.0
34104,0,0,0,10,10,0.0,0.0,0.0
13698,0,0,0,4,4,0.0,0.0,0.0
28068,0,0,1,5,6,0.0,0.0,0.2
3498,0,0,0,2,2,0.0,0.0,0.0
53503,0,0,0,1,1,0.0,0.0,0.0
55164,0,0,0,26,26,0.0,0.0,0.0
81592,0,0,0,1,1,0.0,0.0,0.0
34639,0,0,0,1,1,0.0,0.0,0.0
67295,0,0,0,1,1,0.0,0.0,0.0
69347,0,0,0,5,5,0.0,0.0,0.0
6014,0,1,0,4,5,0.0,0.25,0.0
77155,0,0,0,2,2,0.0,0.0,0.0
79867,0,0,0,2,2,0.0,0.0,0.0
40689,0,0,0,1,1,0.0,0.0,0.0
68414,0,0,2,8,10,0.0,0.0,0.25
51276,0,0,0,8,8,0.0,0.0,0.0
32071,0,0,0,3,3,0.0,0.0,0.0
80475,0,0,0,1,1,0.0,0.0,0.0
77991,0,0,0,5,5,0.0,0.0,0.0
102743,0,0,0,2,2,0.0,0.0,0.0
55487,0,0,0,1,1,0.0,0.0,0.0
102255,0,0,0,5,5,0.0,0.0,0.0
97926,0,0,0,1,1,0.0,0.0,0.0
60992,0,0,0,4,4,0.0,0.0,0.0
28115,0,0,0,4,4,0.0,0.0,0.0
24453,0,1,0,11,12,0.0,0.0909,0.0
90276,0,0,0,2,2,0.0,0.0,0.0
56776,0,0,0,1,1,0.0,0.0,0.0
68769,0,0,0,1,1,0.0,0.0,0.0
23731,0,0,0,1,1,0.0,0.0,0.0
79527,0,0,0,4,4,0.0,0.0,0.0
23999,0,0,0,15,15,0.0,0.0,0.0
7701,0,1,0,11,12,0.0,0.0909,0.0
22110,1,0,1,3,5,0.3333,0.0,0.3333
15223,5,2,2,260,269,0.0192,0.0077,0.0077
76387,4,0,0,121,125,0.0331,0.0,0.0
20765,0,0,0,1,1,0.0,0.0,0.0
44185,1,1,0,41,43,0.0244,0.0244,0.0
95386,0,0,0,11,11,0.0,0.0,0.0
86051,0,0,0,6,6,0.0,0.0,0.0
71952,0,0,0,3,3,0.0,0.0,0.0
76192,0,0,1,11,12,0.0,0.0,0.0909
72833,0,0,0,5,5,0.0,0.0,0.0
98658,0,1,0,5,6,0.0,0.2,0.0
51558,2,0,0,67,69,0.0299,0.0,0.0
66502,0,0,0,17,17,0.0,0.0,0.0
59752,0,0,4,74,78,0.0,0.0,0.0541
41559,0,1,0,42,43,0.0,0.0238,0.0
102804,1,2,0,70,73,0.0143,0.0286,0.0
61046,0,0,0,1,1,0.0,0.0,0.0
76792,0,0,0,26,26,0.0,0.0,0.0
